"«Пришла, а мужики сказали: „Что она, расфуфыренная, будет делать?!“» История женщины, которая 35 лет работает на заводе","Галине Деревяго 52 года. Бо́льшую часть жизни она работает на Минском автомобильном заводе. Вот уже 35 лет она каждый день ездит на МАЗ по одному маршруту, идет по проходной и запускает свой станок в ","""https://content.onliner.by/news/1400x5616/b76b74c34f33dc1980d792466b3fe49f.jpeg"");"
"Пьяный пешеход выбежал на проспект и попал под машину. Пешеходу — штраф, водителю — два года условно","Обязанность соблюдать правила дорожного движения есть и у пешеходов, и у водителей. Правда в том, что иногда недостаточно просто не нарушать — ехать, скажем, в своей полосе с разрешенной скоростью. Во","""https://content.onliner.by/news/1400x5616/ca99db2dd5f6d4b22aa70cdcec17269f.jpeg"");"
"IT-ликбез: UX/UI-дизайнер о золотом сечении, свободе и требованиях заказчика","Onliner продолжает изучать IT-профессии вместе с компанией ISsoft. В этот раз мы пообщались с UX/UI-дизайнером Александром Чернушиным. Он, как и другие люди этой профессии, не только визуализирует про","""https://content.onliner.by/news/1400x5616/053dbf988fbaed86b49404717ca7e119.jpeg"");"
"Рынок, прощай! Репортаж о последних вздохах «Лебяжьего»","«Засвечивай пленку, засвечивай сказал!» — кричит нашему фотографу сердитый белорус и трясет кнопочным телефоном, на котором наверняка больше других стерты цифры из номеров экстренных служб. Мы не всту","""https://content.onliner.by/news/1400x5616/47bebb1871f47bd818186b068dbdeabe.jpeg"");"
